stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,8.17,0
72hpf,1.07,0,0,0,9.63,1.07
21Day,1.34,1.34,0,0,0,5.35
3Month,5.44,0,0.64,1.92,0.64,0.64
22Month,3.83,0,0,0,0,0
