stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,1.07,0,0,0,2.14,3.21
21Day,2.68,0,1.34,0,1.34,1.34
3Month,2.56,1.6,0.96,0.96,0,0
22Month,2.73,0,2.19,1.09,0,0
