stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
3Month,55.03,0.32,1.92,0.32,0.32,0,0,0.64
22Month,172.74,0,1.64,0,0,2.73,1.64,0
