stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,20.43,0,0,0,0,53.12,0,0
72hpf,22.47,0,0,0,1.07,16.05,0,1.07
21Day,1.34,1.34,0,0,0,13.39,0,1.34
3Month,10.56,0,15.36,0.64,0,0.96,0.32,0.64
