stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,28.6,0,0,0
72hpf,0,0,0,0,2.14,1.07,0,0,0
21Day,6.69,0,0,0,1.34,1.34,1.34,1.34,0
3Month,51.19,0,20.8,1.28,1.6,0.64,0,0.32,0.64
22Month,4.92,0.55,0,0,0,0.55,0.55,0,0
