stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,1.07,0,0,1.07,1.07
21Day,0,2.68,0,0,1.34,0
3Month,0.32,8,0.32,0.32,0.32,0.32
22Month,0,1.64,0,0,0,0
