stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,16.35,0
72hpf,1.07,0,1.07,1.07,25.67,5.35
21Day,0,1.34,0,1.34,2.68,4.02
