stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,16.35,0,0,0,596.62,4.09,0,8.17
72hpf,1.07,28.88,6.42,1.07,16.05,854.76,1.07,0,24.61
21Day,1.34,26.77,9.37,1.34,13.39,143.22,0,5.35,22.76
3Month,0,7.36,0,0,0.96,0,0,0,0.32
22Month,0,0.55,0,1.09,0,0,0,0,0
