stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,12.26,0,0
72hpf,0,1.07,0,0,0,0,2.14,0,1.07
21Day,0,4.02,1.34,0,1.34,4.02,1.34,1.34,2.68
3Month,2.88,0.96,0,1.6,0.32,0,0,0,0
22Month,2.73,3.83,0,0,0.55,0,0,0,1.09
