stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,2.14,0,1.07
21Day,0,0,1.34,0,0,0
3Month,0.32,0.32,0,0,0.32,0
22Month,0.55,0,0,1.09,0,0
