stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,7.49,0,0,51.35,0
21Day,0,0,0,30.79,0
3Month,0.64,1.92,0,7.04,0.32
22Month,2.19,1.09,0.55,34.99,0
