stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,8.17,4.09
72hpf,0,0,0,2.14,1.07
21Day,0,0,2.68,0,0
22Month,3.28,0.55,0,0,0.55
