stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,8.17,0,0,0,0
72hpf,1.07,0,0,1.07,0
21Day,1.34,0,0,0,1.34
3Month,2.24,0,1.92,0,0
22Month,3.28,0.55,4.92,0,1.64
