stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,2.14,0,0,1.07,0,0,0
21Day,0,0,0,0,1.34,0,0,4.02
3Month,0.64,0,0.64,0,0,0,0.32,0
22Month,1.09,0,0,1.09,0,1.09,0,0
