stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
21Day,0,0,1.34,0,0,1.34,0,0
3Month,0,2.88,6.72,0.32,0,0.64,0.32,0.64
22Month,0.55,2.73,0.55,0,0,0,0,0
