stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,12.26,0,4.09
72hpf,0,0,1.07,0,2.14,2.14,49.21,0,5.35
21Day,0,0,0,0,0,2.68,18.74,0,4.02
3Month,0,4.48,0,1.92,0.96,0,1.28,0,0.32
22Month,0.55,11.48,0,0.55,5.47,1.09,2.19,1.09,0
