stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,0,0,0
72hpf,0,2.14,1.07,0,3.21,0,0,0
21Day,0,6.69,0,1.34,2.68,0,0,1.34
3Month,0.32,0.64,0,0.64,0,0,0,0
22Month,0,13.12,0,0,1.64,0.55,0.55,0
