stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,40.86,0,0,4.09
72hpf,4.28,0,0,0,12.84,0,0,1.07
21Day,18.74,5.35,4.02,1.34,8.03,0,1.34,12.05
3Month,0.32,0,0,0,0,0,0,0.32
22Month,12.03,0,2.19,0,0.55,0.55,0,0.55
