stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,4.09
72hpf,0,1.07,0,0,0,12.84,0,6.42
21Day,0,5.35,1.34,0,2.68,8.03,1.34,6.69
3Month,0,0,0,0.64,0,0,0,0
22Month,0.55,13.67,0,0.55,3.28,0.55,0,0.55
