stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,20.43,4.09,0,0,0
72hpf,0,3.21,0,3.21,1.07,0
21Day,0,1.34,1.34,9.37,0,0
3Month,0.32,1.6,0,1.28,0,1.28
22Month,0,1.64,0,0,0,0
