stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,0,0
72hpf,0,1.07,0,1.07,0
21Day,2.68,8.03,0,0,0
3Month,0,14.72,0,0,0.32
22Month,0,1.64,0,0,0
