stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,2.14,0,0,0,0,10.7,0,1.07
21Day,12.05,0,0,0,1.34,2.68,0,2.68
3Month,17.28,0.32,0.64,7.68,0,0.32,0.64,0.96
22Month,4.37,0,0,1.64,0,0.55,0,0
