stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,12.26,241.1,4.09,32.69
72hpf,2.14,0,1.07,1.07,0,22.47,0,5.35
21Day,1.34,2.68,0,0,0,10.71,0,4.02
3Month,0.32,0,1.28,0.32,0,0,0,0.32
22Month,0,0,1.09,2.19,0,0.55,0,0
