stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,12.26,0,65.38
72hpf,1.07,0,0,0,3.21,0,14.98
21Day,0,0,0,2.68,1.34,0,36.14
3Month,0.96,0.32,0,0,0,0,0
22Month,9.84,0.55,0.55,0,0,0.55,0.55
