stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,4.09,0,4.09,0
72hpf,0,2.14,0,9.63,1.07
21Day,0,1.34,0,1.34,0
3Month,0.32,0.32,0,0.32,0
22Month,0,0.55,0.55,0,0
