stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,29.95,0,0,0
21Day,6.69,0,0,18.74,0,2.68,1.34
3Month,0.96,2.56,0.64,0,0,0.32,0
22Month,5.47,0,1.09,0.55,0.55,0.55,0
