stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,53.12,0,0
72hpf,1.07,19.26,9.63,2.14,13.91,1518.03,1.07,25.67
21Day,0,6.69,12.05,4.02,5.35,515.34,16.06,10.71
22Month,0,1.64,0,0.55,0,0.55,0,0
