stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,20.43,0,12.26
72hpf,0,0,1.07,0,0,39.58,0,0
21Day,0,0,0,0,0,34.8,0,4.02
3Month,0.32,2.24,0,0.64,0.64,0.32,0,0
22Month,0,2.73,0,3.83,0,0,0.55,1.09
