stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,69.47,0,0,0,4.09,0,4.09
72hpf,66.33,1.07,0,0,6.42,0,0
21Day,54.88,0,0,2.68,4.02,1.34,0
3Month,2.56,0,0.96,0.64,0,0,0
22Month,2.73,0,0,0.55,0,0.55,0
