stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,4.09,4.09,0,0,0
72hpf,1.07,0,5.35,0,0
21Day,1.34,0,20.08,0,1.34
3Month,0,0.32,0,0,0.32
22Month,1.09,0,0,0.55,0
