stage,Epithelial,Muscle,Neuron,Other,Stromal
24hpf,0,0,8.17,0,0
72hpf,1.07,1.07,10.7,0,0
21Day,0,0,5.35,0,0
22Month,6.56,0,0,1.64,0.55
