stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,8.17,0
72hpf,0,2.14,0,0,3.21,7.49,0
21Day,1.34,4.02,0,1.34,0,30.79,4.02
22Month,0.55,0,0.55,0,0,0.55,0
