stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,3.21,0,0,0,123.03,4.28
21Day,2.68,2.68,2.68,1.34,84.33,1.34
22Month,0.55,0,1.09,0,0,0
