stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,0,0,0,0,0,4.09
72hpf,3.21,1.07,1.07,1.07,1.07,1.07,0
21Day,4.02,0,0,0,2.68,0,1.34
3Month,0.96,0,1.28,0,0,0,0
22Month,0,0,1.64,0,0,0,0
