stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,8.17,4.09
72hpf,0,0,1.07,9.63,1.07
21Day,1.34,1.34,0,1.34,0
3Month,0.64,0.32,0,0,0.32
22Month,1.09,0,0,0,0
