stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,20.43,0,8.17
72hpf,0,4.28,1.07,0,0,20.33,5.35,1.07
21Day,0,0,0,1.34,0,1.34,0,0
3Month,0.32,6.08,0,6.72,0.32,2.56,8,0.96
22Month,0,14.21,0,0,2.19,1.64,12.57,4.37
