stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,4.09,20.43,0,0,12.26
72hpf,7.49,4.28,0,5.35,547.73,1.07,0,6.42
21Day,20.08,9.37,10.71,2.68,281.09,0,13.39,8.03
3Month,0.32,0,0.32,0.32,0,0,0,0.32
22Month,6.56,0,0.55,0,3.28,0,0.55,0.55
