stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,1.07,0,0,0,0,0,0
21Day,0,5.35,1.34,1.34,1.34,0,0,0
3Month,0,4.48,2.56,1.28,0,0.32,0.32,0
22Month,1.09,8.2,3.28,2.19,0.55,1.09,0,1.09
