stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,36.78,12.26,0,0
72hpf,0,0,0,3.21,0,0,0
21Day,1.34,0,0,6.69,1.34,0,2.68
3Month,1.92,0.32,0.96,25.6,0,0.32,0.32
22Month,6.01,0.55,0.55,30.07,0,0,1.09
