stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,20.43,8.17,0,0,0
72hpf,0,4.28,0,0,6.42,13.91,0,0,2.14
21Day,0,5.35,0,0,9.37,12.05,0,1.34,14.72
3Month,0.32,31.99,1.28,3.52,0.32,0.64,0.32,1.92,3.84
22Month,0.55,60.13,1.64,12.57,0,0.55,0.55,2.73,4.37
