stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,0
72hpf,0,8.56,0,0,0,0,1.07,0,3.21
21Day,0,17.4,0,0,1.34,5.35,0,0,1.34
3Month,0.32,211.17,6.72,4.8,0.96,0.96,0,2.56,2.56
22Month,0,150.88,0.55,2.19,0,0.55,2.73,4.37,0.55
