stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,0,1.07,0,0,0,2.14,0
21Day,6.69,0,0,6.69,0,0,0
3Month,10.24,0,0.64,2.56,0.32,0,0.32
22Month,3.28,0,0,0.55,0.55,0,0
