stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,1.07,0,0,0,1.07,0,2.14
21Day,1.34,77.63,30.79,621.08,28.11,91.02,16.06,28.11
22Month,0,1.09,0,0,0,0.55,0,0
