stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,0,0,0,0,1.07,5.35
21Day,1.34,0,0,1.34,6.69,1.34
3Month,1.6,0.96,0.32,0.32,0,0.64
22Month,1.09,0,0,0,0,0
