stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,0,2.14,1.07,1.07
21Day,1.34,1.34,0,6.69,0,5.35
3Month,0,0.32,0.96,0.32,0,0.64
