stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,0,0,0,0,1.07,59.91,1.07
21Day,0,1.34,0,0,0,14.72,0
3Month,0,0.64,0,0,0,0,0
22Month,0.55,4.92,0.55,0.55,0.55,0,1.09
