stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,8.17,65.38,0,20.43
72hpf,0,0,0,0,0,1.07,0,0
22Month,3.28,35.53,37.17,2.73,0,0.55,1.09,3.83
