stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,4.09
72hpf,2.14,4.28,1.07,0,56.7,0,1.07
21Day,0,6.69,0,1.34,36.14,1.34,9.37
