stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,4.28,0,0,0
21Day,1.34,0,0,44.17,0,0,0
3Month,1.6,1.92,0.32,0,0,0.32,0.32
22Month,4.92,0,0,0,0.55,0,0
