stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,13.91,0,0,0
21Day,1.34,0,0,0,12.05,0,0,0
3Month,19.2,0.96,1.28,0,0,0,0.96,0.64
22Month,45.37,0.55,4.37,0.55,0.55,1.09,1.09,1.64
