stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,20.43,98.07,4.09,0,126.68,8.17,907.18,0,4.09,81.73
72hpf,8.56,133.72,37.44,1.07,16.05,26.74,800.2,19.26,8.56,127.31
21Day,9.37,285.11,141.88,9.37,159.29,58.9,424.31,0,29.45,169.99
3Month,9.6,1131.66,8.64,279.96,180.77,37.75,18.56,1.6,21.76,41.27
22Month,20.77,1875.57,7.65,105.5,383.75,11.48,31.71,48.65,12.03,55.76
