stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,4.09
72hpf,0,1.07,0,0,0,34.23,0,2.14
21Day,1.34,6.69,1.34,1.34,0,24.09,2.68,4.02
3Month,0,2.24,0,2.24,0.96,0.32,0,0
22Month,0.55,11.48,0,1.09,1.09,0,0,2.19
