stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,28.6,0,4.09
72hpf,0,0,0,1.07,3.21,0,0
21Day,4.02,0,0,0,0,0,0
3Month,0,0.64,0,0,0,0,0.32
22Month,2.73,0,0.55,0,0,1.09,0
