stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,20.43,0,0
72hpf,5.35,0,0,2.14,123.03,2.14,6.42
21Day,6.69,1.34,8.03,2.68,37.48,0,14.72
3Month,1.28,0.32,2.24,0,0.32,0,0.64
22Month,1.09,0,1.09,0,0,1.09,1.09
