stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,5.35
21Day,0,9.37,0,0,0,0,2.68
3Month,0.32,6.4,0.32,0.32,0,0,0.32
22Month,0,4.92,0,1.64,0.55,0,0.55
