stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,0,2.14,0,0,2.14
21Day,0,0,0,1.34,0,0,0,5.35
3Month,0.32,3.84,0.96,0,0.32,0,0.64,1.92
22Month,0,5.47,2.19,0.55,0.55,0.55,0,0.55
