stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,40.86,0,8.17,0,0
72hpf,0,0,1.07,0,1.07,1.07,34.23,0,3.21
21Day,0,4.02,0,0,5.35,0,13.39,0,1.34
3Month,0.32,12.8,0,15.68,96.3,0.64,0,0,0.64
22Month,0,6.56,0.55,1.09,78.72,0,0,0.55,0.55
