stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,4.09,0,0,12.26,0
72hpf,0,0,0,2.14,1.07
21Day,0,1.34,0,2.68,0
3Month,0,0,0.64,0,0
22Month,0,0,1.64,0,0
