stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,16.35,0,0
72hpf,2.14,0,0,0,0,17.12,0,2.14
21Day,12.05,4.02,0,4.02,1.34,8.03,0,9.37
3Month,4.16,0,2.88,2.24,0.32,0,0,0.32
22Month,22.41,0,0.55,6.01,0,1.09,0.55,0
