stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,20.43,0,4.09
72hpf,0,0,0,0,4.28,0,3.21
3Month,0.32,8.64,112.3,1.6,0.32,0.64,0
22Month,0,0,6.56,0,0,0,0
