stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09
72hpf,0,0,0,4.28,0
21Day,2.68,0,0,1.34,0
3Month,0.64,0.32,0,0,0.64
22Month,0.55,0,0.55,0,0.55
