stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0,16.35,0
72hpf,1.07,1.07,0,0,0,1.07,2.14,4.28
21Day,0,6.69,1.34,0,0,0,2.68,1.34
3Month,0.32,0,0,0,0.32,0,0,0.32
22Month,0,3.83,0,0.55,1.09,0,0,0.55
