stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,1.07,0,0,0,21.4,0
21Day,0,2.68,0,0,1.34,2.68,6.69,5.35
3Month,0,2.88,0.32,2.24,0.96,1.92,0.64,1.6
22Month,0,2.19,0,0,0.55,0,0,0
