stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,0,1.07,0,0
21Day,0,0,0,0,2.68,0,0,0
3Month,0.32,2.56,0.32,1.28,18.24,0,0,0
22Month,0.55,4.37,0,0.55,10.39,0,0.55,0.55
